Timestamp,Filename,Average_Azi_Speed
2024-12-24 19:01:00,pos@1735084860.000.h5,4.94514
2024-12-24 19:02:00,pos@1735084920.000.h5,4.946786666666667
2024-12-24 19:03:00,pos@1735084980.000.h5,4.96438
2024-12-24 19:04:00,pos@1735085040.000.h5,4.9598933333333335
2024-12-24 19:05:00,pos@1735085100.000.h5,4.94556
2024-12-24 19:06:00,pos@1735085160.000.h5,4.940166666666666
2024-12-24 19:07:00,pos@1735085220.000.h5,4.931046666666666
2024-12-24 19:08:00,pos@1735085280.000.h5,4.947886666666666
2024-12-24 19:09:00,pos@1735085340.000.h5,4.954466666666667
2024-12-24 19:10:00,pos@1735085400.000.h5,4.951073333333333
2024-12-24 19:11:00,pos@1735085460.000.h5,4.940173333333333
2024-12-24 19:12:00,pos@1735085520.000.h5,4.948213333333333
2024-12-24 19:13:00,pos@1735085580.000.h5,4.9372
2024-12-24 19:14:00,pos@1735085640.000.h5,4.955406666666667
2024-12-24 19:15:00,pos@1735085700.000.h5,4.967993333333333
2024-12-24 19:16:00,pos@1735085760.000.h5,4.9543133333333325
2024-12-24 19:17:00,pos@1735085820.000.h5,4.938673333333334
2024-12-24 19:18:00,pos@1735085880.000.h5,4.94368
2024-12-24 19:19:00,pos@1735085940.000.h5,4.936826666666667
2024-12-24 19:20:00,pos@1735086000.000.h5,4.960133333333334
2024-12-24 19:21:00,pos@1735086060.000.h5,4.968826666666667
2024-12-24 19:22:00,pos@1735086120.000.h5,4.94564
2024-12-24 19:23:00,pos@1735086180.000.h5,4.950646666666667
2024-12-24 19:24:00,pos@1735086240.000.h5,4.94654
2024-12-24 19:25:00,pos@1735086300.000.h5,4.947466666666666
2024-12-24 19:26:00,pos@1735086360.000.h5,4.971026666666667
2024-12-24 19:27:00,pos@1735086420.000.h5,4.961513333333333
2024-12-24 19:28:00,pos@1735086480.000.h5,4.961233333333333
2024-12-24 19:29:00,pos@1735086540.000.h5,4.959806666666666
2024-12-24 19:30:00,pos@1735086600.000.h5,4.960986666666666
2024-12-24 19:31:00,pos@1735086660.000.h5,4.958473333333333
2024-12-24 19:32:00,pos@1735086720.000.h5,4.967453333333333
2024-12-24 19:33:00,pos@1735086780.000.h5,4.968686666666667
2024-12-24 19:34:00,pos@1735086840.000.h5,4.947966666666667
2024-12-24 19:35:00,pos@1735086900.000.h5,4.951946666666666
2024-12-24 19:36:00,pos@1735086960.000.h5,4.954306666666666
2024-12-24 19:37:00,pos@1735087020.000.h5,4.957446666666667
2024-12-24 19:38:00,pos@1735087080.000.h5,4.964333333333333
2024-12-24 19:39:00,pos@1735087140.000.h5,4.951933333333333
2024-12-24 19:40:00,pos@1735087200.000.h5,4.961213333333333
2024-12-24 19:41:00,pos@1735087260.000.h5,4.957433333333333
2024-12-24 19:42:00,pos@1735087320.000.h5,4.95824
2024-12-24 19:43:00,pos@1735087380.000.h5,4.9697000000000005
2024-12-24 19:44:00,pos@1735087440.000.h5,4.979993333333333
2024-12-24 19:45:00,pos@1735087500.000.h5,4.96172
2024-12-24 19:46:00,pos@1735087560.000.h5,4.958506666666667
2024-12-24 19:47:00,pos@1735087620.000.h5,4.959713333333333
2024-12-24 19:48:00,pos@1735087680.000.h5,4.961333333333333
2024-12-24 19:49:00,pos@1735087740.000.h5,4.976306666666667
2024-12-24 19:50:00,pos@1735087800.000.h5,4.969453333333334
2024-12-24 19:51:00,pos@1735087860.000.h5,4.958066666666666
2024-12-24 19:52:00,pos@1735087920.000.h5,4.964840000000001
