Timestamp,Filename,Average_Azi_Speed
2024-12-21 19:01:00,pos@1734825660.000.h5,4.985226666666667
2024-12-21 19:02:00,pos@1734825720.000.h5,4.985539999999999
2024-12-21 19:03:00,pos@1734825780.000.h5,4.991506666666667
2024-12-21 19:04:00,pos@1734825840.000.h5,4.98152
2024-12-21 19:05:00,pos@1734825900.000.h5,4.975426666666666
2024-12-21 19:06:00,pos@1734825960.000.h5,4.96876
2024-12-21 19:07:00,pos@1734826020.000.h5,4.9831866666666675
2024-12-21 19:08:00,pos@1734826080.000.h5,4.982286666666667
2024-12-21 19:09:00,pos@1734826140.000.h5,4.992853333333334
2024-12-21 19:10:00,pos@1734826200.000.h5,4.97868
2024-12-21 19:11:00,pos@1734826260.000.h5,4.979686666666667
2024-12-21 19:12:00,pos@1734826320.000.h5,4.975366666666666
2024-12-21 19:13:00,pos@1734826380.000.h5,4.969953333333334
2024-12-21 19:14:00,pos@1734826440.000.h5,4.985433333333333
2024-12-21 19:15:00,pos@1734826500.000.h5,4.987646666666667
2024-12-21 19:16:00,pos@1734826560.000.h5,4.985813333333333
2024-12-21 19:17:00,pos@1734826620.000.h5,4.976206666666667
2024-12-21 19:18:00,pos@1734826680.000.h5,4.97368
2024-12-21 19:19:00,pos@1734826740.000.h5,4.9807
2024-12-21 19:20:00,pos@1734826800.000.h5,4.97964
2024-12-21 19:21:00,pos@1734826860.000.h5,4.9929266666666665
2024-12-21 19:22:00,pos@1734826920.000.h5,4.98936
2024-12-21 19:23:00,pos@1734826980.000.h5,4.97988
2024-12-21 19:24:00,pos@1734827040.000.h5,4.97706
2024-12-21 19:25:00,pos@1734827100.000.h5,4.983606666666667
2024-12-21 19:26:00,pos@1734827160.000.h5,4.978953333333333
2024-12-21 19:27:00,pos@1734827220.000.h5,4.989386666666666
2024-12-21 19:28:00,pos@1734827280.000.h5,4.98342
2024-12-21 19:29:00,pos@1734827340.000.h5,4.977006666666667
2024-12-21 19:30:00,pos@1734827400.000.h5,4.976233333333334
2024-12-21 19:31:00,pos@1734827460.000.h5,4.97912
2024-12-21 19:32:00,pos@1734827520.000.h5,4.9856533333333335
2024-12-21 19:33:00,pos@1734827580.000.h5,4.996513333333333
2024-12-21 19:34:00,pos@1734827640.000.h5,4.981166666666667
2024-12-21 19:35:00,pos@1734827700.000.h5,4.9796
2024-12-21 19:36:00,pos@1734827760.000.h5,4.97534
2024-12-21 19:37:00,pos@1734827820.000.h5,4.97874
2024-12-21 19:38:00,pos@1734827880.000.h5,4.971306666666667
2024-12-21 19:39:00,pos@1734827940.000.h5,4.9955066666666665
2024-12-21 19:40:00,pos@1734828000.000.h5,4.987186666666666
2024-12-21 19:41:00,pos@1734828060.000.h5,4.9802333333333335
2024-12-21 19:42:00,pos@1734828120.000.h5,4.9812
2024-12-21 19:43:00,pos@1734828180.000.h5,4.985653333333333
2024-12-21 19:44:00,pos@1734828240.000.h5,4.980833333333333
2024-12-21 19:45:00,pos@1734828300.000.h5,4.99314
2024-12-21 19:46:00,pos@1734828360.000.h5,4.9790600000000005
2024-12-21 19:47:00,pos@1734828420.000.h5,4.980653333333334
2024-12-21 19:48:00,pos@1734828480.000.h5,4.97914
2024-12-21 19:49:00,pos@1734828540.000.h5,4.98164
2024-12-21 19:50:00,pos@1734828600.000.h5,4.9876933333333335
2024-12-21 19:51:00,pos@1734828660.000.h5,5.0002466666666665
2024-12-21 19:52:00,pos@1734828720.000.h5,4.989006666666667
2024-12-21 19:53:00,pos@1734828780.000.h5,4.983386666666666
2024-12-21 19:54:00,pos@1734828840.000.h5,4.981073333333333
2024-12-21 19:55:00,pos@1734828900.000.h5,4.9873199999999995
2024-12-21 19:56:00,pos@1734828960.000.h5,4.98728
2024-12-21 19:57:00,pos@1734829020.000.h5,4.995753333333333
2024-12-21 19:58:00,pos@1734829080.000.h5,4.9906266666666665
2024-12-21 19:59:00,pos@1734829140.000.h5,4.98798
2024-12-21 20:00:00,pos@1734829200.000.h5,4.98312
2024-12-21 20:01:00,pos@1734829260.000.h5,4.989466666666667
2024-12-21 20:02:00,pos@1734829320.000.h5,4.9829
2024-12-21 20:03:00,pos@1734829380.000.h5,4.99312
2024-12-21 20:04:00,pos@1734829440.000.h5,4.98072
2024-12-21 20:05:00,pos@1734829500.000.h5,4.982566666666667
2024-12-21 20:06:00,pos@1734829560.000.h5,4.9828600000000005
2024-12-21 20:07:00,pos@1734829620.000.h5,4.988919999999999
